review_text,n_votes,rating,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"(Reviewed by Cathy for The Book Bellas) Our heroine takes a mental health get-away with her best friend. This was the start of her moving on and trying to let go of the past. She was getting all her ducks lined up so that she could have a clean break. 
 The first night she goes to a bar alone, feeling odd and out of place. She meets a hot guy who clearly wants her and only her. This is only supposed to be a one-week arrangement. But will she allow her past not to ruin her future? And is this guy too good to be true? 
 I really liked how this book began. It was different. However, I found some parts a bit predictable and knew the whole plot by the time the heroine met Derek at the bar. I don't want to reveal anything about the plot but the heroine had a huge issue with her ex, and when she meets Derek it did not affect her. That to me was not believable, BUT everyone should rad this book and judge for themselves. The sex was down-right HOT and Derek sounded delicious!! I definitely look forward to reading more books by Ms. Louise, and I give One to Hold a 3.75-4.0 stars.",2,4,1,215,43.84,64.77,3.21,77.72,14.33,11.16,91.16,76.74,58.14,16.28,11.16,2.79,0.47,0.0,6.98,0.47,5.12,19.07,8.84,2.33,11.16,7.91,5.58,6.98,1.86,20.0,7.91,3.72,2.79,1.4,0.47,0.93,16.74,0.93,15.81,3.26,1.4,3.26,0.47,1.4,4.65,0.0,4.65,4.19,0.47,0.47,0.47,0.0,0.0,0.0,0.0,0.0,16.28,4.65,0.0,0.47,0.0,1.86,0.0,13.02,0.0,0.93,8.84,0.93,0.0,0.0,0.0,0.0,2.33,0.0,0.0,2.33,0.0,0.0,1.4,0.93,0.0,0.0,0.93,0.0,0.47,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.47,6.05,6.51,0.47,1.4,2.79,0.93,0.47,1.4,3.26,7.44,4.65,2.79,0.47,0.47,0.0,0.0,0.0,14.42,6.98,2.33,0.93,0.93,0.47,2.79,0
What?!? I LOVED the conclusion to Iris and Dair's intense story!! Review to follow!,5,5,1,14,89.52,9.23,72.58,98.65,4.67,14.29,85.71,57.14,42.86,14.29,7.14,7.14,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,14.29,0.0,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,14.29,28.57,7.14,0.0,0
Absolutely loved this installment in the Wild Side series!! R.K. Lilley really knows how to create characters that I care about and write sex scenes that are completely. Off. The. Charts. Also loved the tie in to the Up in the Air series!! Full review to follow.,0,5,1,48,92.12,28.59,68.87,96.74,6.0,8.33,85.42,75.0,52.08,8.33,2.08,2.08,0.0,0.0,0.0,0.0,6.25,16.67,10.42,0.0,18.75,2.08,12.5,4.17,0.0,12.5,4.17,6.25,2.08,0.0,2.08,0.0,12.5,0.0,12.5,6.25,2.08,0.0,0.0,6.25,0.0,0.0,6.25,6.25,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,8.33,8.33,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,2.08,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,4.17,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,4.17,4.17,0.0,6.25,4.17,4.17,0.0,0.0,22.92,14.58,0.0,0.0,8.33,0.0,0.0,0
"""If you kiss like that when you're not into it, I'd love to see how you kiss when you are."" 
 LOVE Nix!! I read a lot of biker books so I was totally surprised when I finished Incandescent and loved it! Kadence is a schoolteacher and never expects to fall for the oh-so-hot Nix who is the parent of one of her students. He is a bad-ass biker with a heart of gold, trying his best to parent his son Z with a no-good ex-wife who is always causing problems. 
 Kadence has dealt with a lot of past pain (both physical and emotional) and the last thing she expects is to fall for Nix. But the man is persistent and can't stay away from the sexy teacher. 
 ""I haven't been able to get you out of my mind, woman. Your attitude, your body, from the moment I had you on the back of my bike, I knew I was in trouble. You feel it too, Kadence. I know you do. Stop denyin' it."" 
 These two have tons of chemistry but there are some obstacles in their way. For one thing, Nix is the parent of Kadence's student, and the school has a no-dating policy between parents and teachers. Add to that one crazy ex-wife, and an even crazier (and more dangerous) ex of Kadence's and you have lots of fast-paced drama and totally HOT sexy times. This book takes dirty-talking to a new level, and River Savage has quite the talent at writing absolutely SIZZLING sex scenes! 
 This is a fast-paced, hot biker romance with a lot of heart. I loved Kadence and Nix and adored how Nix got Kadence to open up to him. 
 ""I want this man. Want everything he was doing to me, and then more."" 
 River Savage is an incredibly talented writer and I look forward to reading the next books in this series! 
 (*ARC provided by the author in return for an honest review.)",2,4,1,329,54.13,78.86,29.78,80.54,14.95,14.29,87.23,70.21,59.27,15.2,10.94,4.56,0.0,3.34,2.13,0.3,4.26,15.81,7.6,1.22,13.98,8.21,4.86,7.29,1.22,13.98,5.47,6.69,3.95,2.13,1.82,0.0,9.12,0.91,8.21,1.82,0.91,1.82,0.61,1.22,1.82,0.0,6.99,4.86,0.91,3.04,1.52,0.3,0.0,0.0,0.0,0.0,13.68,2.43,0.0,0.0,0.0,0.3,0.3,11.25,2.13,0.0,1.52,2.43,0.0,0.0,0.0,0.0,3.34,0.0,0.0,3.34,0.0,0.0,2.43,0.3,0.3,0.0,0.0,0.0,0.91,0.0,0.0,0.0,1.22,0.91,0.0,0.0,0.0,0.0,0.91,0.3,4.56,8.21,0.61,0.91,5.78,0.61,0.3,1.22,4.26,3.65,5.47,0.61,0.61,0.3,0.3,0.0,0.0,20.06,5.47,3.95,0.0,1.52,2.13,6.99,0
"Sexy, escapist story - full review to follow.",0,4,1,7,99.0,,99.0,20.23,7.0,14.29,100.0,57.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.29,28.57,14.29,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,28.57,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,28.57,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,14.29,14.29,0.0,0.0,0.0,14.29,0
"4.5 stars!! 
 I absolutely LOVED Frenched so I was thrilled to be able to read more about Lucas and Mia when they returned from France (If you haven't read Frenched yet, it is a must-read!) Yanked takes place a few months later with Mia living back in Detroit and Lucas in New York City. This novella is still as funny, sexy and sweet as the first book, and even though Lucas brings some drama into their relationship, this is an incredibly steamy and satisfying continuation of their story. 
 The Frenched Series is highly addictive and very well-written. Melanie Harlow writes beautiful romance, and really knows how to bring on the hotness factor! Mia remains a funny and smart heroine in Yanked and Lucas is still one of my favorite book boyfriends. This is a fairly quick, hot read, and the series so far is one of my absolute favorites. Ms. Harlow is a breath of fresh air and in addition to the incredible sex scenes, the settings of her books are fantastic. I can't wait for more books from this author, and cannot wait to see where her stories go next!",0,4,1,191,47.82,34.1,47.68,99.0,19.1,15.71,83.77,71.73,52.36,8.38,5.76,2.62,0.0,0.52,1.05,1.57,2.62,15.18,6.28,2.09,12.04,7.33,8.38,9.95,1.57,15.18,11.52,5.76,2.09,1.57,0.52,0.0,6.28,0.0,6.28,1.05,0.52,1.57,1.57,1.57,2.62,0.0,8.38,8.38,0.0,2.62,2.62,0.0,0.0,0.0,0.0,0.0,8.9,4.19,0.0,0.52,0.0,0.52,1.57,5.24,0.0,0.52,2.09,0.52,0.0,0.0,0.0,0.0,2.09,0.0,0.0,2.09,0.0,0.0,3.14,0.52,0.0,0.0,0.52,0.0,1.05,0.52,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.0,5.76,9.95,0.0,2.09,7.33,0.52,0.0,0.52,4.71,2.62,7.85,0.0,0.52,0.0,0.52,0.0,0.0,14.66,4.19,4.71,0.0,2.62,1.05,2.09,0
"Incredibly dark but ultimately I really liked this book. 
 I am not easily shocked but this book made me very uncomfortable because it goes to some really dark places -- non-con, human trafficking, punishments -- but the writing is very good and I was drawn deeper and deeper into the story as I read. 
 What began as a disturbing story of a young woman being taken against her will, turned into a rather hopeful (dare I say?) story which left me wanting more of these characters. I read a lot of dark erotica, and I almost gave up on this book because at first I felt disoriented, like I had been suddenly thrust into a world that I knew nothing about. But I am so glad I kept reading, this is a vivid, explicit story that was engrossing from beginning to end. 
 Irrevocable kept me guessing until the very end. I loved the main characters of Silver and Kirk and I would love to read more about them. Silver is really kick-ass and is actually a very strong female character despite her rather dire circumstances. 
 If you are a fan of dark romance, then this book is for you. Don't read this if you are offended by non-consensual sex and torture. But Irrevocable is a challenging read, and for me, an enjoyable story by an author whose books I have never read before. I am a fan now and can't wait to dive into Skye's other stories. 
 (*ARC provided by the author in return for an honest review.)",0,4,1,256,32.21,4.27,81.44,56.84,18.29,15.23,92.19,76.17,60.55,15.23,10.55,7.81,0.0,1.17,0.78,0.39,4.69,13.67,7.03,0.39,12.89,8.2,7.81,9.38,1.95,17.58,7.81,2.73,2.34,0.39,1.17,0.78,14.45,0.78,13.67,1.56,1.17,1.95,2.73,2.73,5.08,0.0,7.42,4.69,2.34,3.91,2.34,1.17,0.0,0.39,0.0,0.0,9.38,5.47,0.0,0.0,0.78,0.39,3.13,3.91,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,2.34,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.39,0.78,0.39,0.0,0.0,0.39,0.0,0.39,0.78,1.56,8.59,0.39,1.95,4.3,1.95,0.0,0.39,5.08,5.86,5.86,0.78,0.0,0.0,0.0,0.0,0.0,15.23,5.08,3.91,0.39,0.0,1.17,4.69,0
"4.5 stars!! ""Come in. Sit anywhere but on the bed. Don't look cute, don't get undressed, and don't touch my underwear."" 
 I really loved the latest book in the Wild Seasons series! It is very, very funny, had really hot scenes and a wonderful storyline. Harlow is a funny, smart-ass, modern and smart heroine. Finn is another nuanced, sexy and loving leading man created by this fabulous writing duo. This is not a cliched contemporary romance story but instead has some very serious themes woven into the story. 
 Harlow and Finn have lots of miscommunications throughout the story but their scenes together are fantastic and their chemistry feels real and genuine and never forced. I truly thought that the authors could not top the first book in this series but Harlow and Finn are every bit as addictive as the characters from Sweet Filthy Boy. 
 These two are at opposite ends of the spectrum personality-wise but their banter and sexy times are hilarious and very, very hot. Don't miss this book. It is a wonderful, passionate and very funny read with lots and lots of heart. Can't wait for the next book in this series, Dark Wild Night, which will give us Lola and Oliver's story and is scheduled for release in 2015! 
 (Thanks to the publisher for an ARC in return for an honest review.)",8,5,1,226,46.55,10.56,53.37,99.0,14.13,17.26,87.17,72.12,52.65,7.96,3.1,1.33,0.44,0.0,0.0,1.33,4.87,15.93,7.52,1.77,10.18,8.85,5.31,9.73,3.54,14.16,12.83,6.19,3.1,1.77,0.88,0.88,11.06,0.88,10.18,1.77,0.44,0.88,0.44,1.77,5.31,0.0,9.73,9.29,0.44,4.42,4.42,0.0,0.0,0.0,0.0,0.0,8.41,5.31,1.33,0.44,0.0,0.88,3.1,3.1,0.0,0.0,0.44,0.88,0.0,0.0,0.0,0.0,3.54,0.0,0.44,3.1,0.0,0.0,2.21,0.44,0.0,0.0,0.44,0.0,0.88,0.44,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.44,4.42,8.85,0.44,0.88,5.75,0.88,0.0,1.77,4.42,1.33,7.96,0.44,0.0,0.0,0.0,0.0,0.0,18.14,6.19,4.87,0.0,1.77,2.65,2.65,0
"Fifteen Weekends was a light, romantic and fun story, a true contemporary romance about a group of three friends, told from several different POV's. 
 This book also had some darker moments, especially marked by the near-constant thunder and impending storms in the background. It was great to read a book from a writer that I wasn't familiar with and I loved getting lost in the world of Ashleigh, Amanda and Emily. And their men!! They were each very different, but yet all had at least one trait or experience that most women could probably relate to.... Family dysfunction, work headaches, and the boyfriend who left who might have been the love of your life. 
 The author beings a fresh voice to contemporary romance. I had preconceived notions about each of these characters and the male characters as well but there turned out to be quite a few surprises in this story! The guys are all pretty swoon worthy and the storyline took lots of unexpected twists and turns. Ms. Pastore also has an incredible eye for detail and description which draws you right into the story. 
 All in all, Fifteen Weekends is a great bit of escapist reading, a wonderful contemporary romance story about a close group of friends and their trials and tribulations on the way to their own happy endings. I really liked the author's writing style and look forward to reading more from her in the future!",2,4,1,240,80.08,64.67,19.26,95.23,20.0,20.42,87.5,68.33,56.25,8.33,5.42,1.67,0.0,0.83,0.42,1.67,2.92,21.25,10.0,1.67,13.33,6.25,5.83,7.92,0.42,11.67,8.75,7.08,4.17,2.92,0.42,0.83,9.58,1.67,7.92,0.42,0.0,0.83,2.5,0.42,2.92,0.0,7.92,6.67,0.83,2.5,2.08,0.0,0.0,0.0,0.0,0.0,12.92,4.58,0.0,0.42,0.0,0.42,2.92,8.33,0.0,1.25,1.25,1.67,0.0,0.0,0.0,0.0,2.92,1.25,0.0,1.67,0.0,0.0,0.83,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.42,0.0,6.25,9.17,0.83,1.67,5.42,1.67,0.0,0.0,2.5,5.83,2.08,1.25,0.0,0.0,0.0,0.0,0.0,12.92,5.42,4.17,0.0,1.67,1.25,0.42,0
"Mia Lauren is introduced in Enthrall, Book 1 of the Enthrall Sessions series. She is working at the elite club Enthrall, and is thrust into a heady world of power and wealth and the captivating and magnetic Richard Booth and Cameron Cole, best friends who share everything with each other. Cameron targets Mia as a submissive for Richard in an effort to draw him away from his dark behaviors. 
 Many family secrets come to light, ones that are life-changing and highly damaging. Will Richard and Mia be able to overcome their pasts and love one another? Mia craves submission, but Richard becomes reluctant to engage in the lifestyle with her. 
 Cameron sees what must be done with Mia and she falls under his dominant spell. This book started off a little slow for me but definitely picked up once the author allowed Mia's relationship with both Richard and Cameron to blossom. The writing flows and the story of the characters is written beautifully. I loved Cameron's training of Mia, and this series is perfect if you are interested in layered and nuanced characters and a story that flows. Will Mia ultimately choose Richard, her love, or Cameron, under whose spell she has fallen? 
 This is a highly sensual story and not really meant to be read as a standalone. There is no real cliffhanger but the author definitely left me wanting much, much more of Mia, Richard and Cameron's story. The next installment should prove to be very enlightening and I can't wait to read where these characters are going. All in all, I highly recommended series for fans of a good, sensual, BDSM-themed story. 
 (*ARC provided in return for an honest review.)",1,4,1,283,71.2,36.0,23.47,90.11,17.69,22.97,79.15,62.19,51.94,9.19,6.01,1.77,0.0,0.35,2.83,0.35,3.18,15.19,6.71,1.06,13.43,7.42,3.18,8.48,1.06,14.13,4.24,4.95,5.3,1.41,1.77,2.12,10.6,1.41,9.19,1.77,0.35,1.77,1.41,3.18,3.18,0.0,4.95,4.95,0.0,1.41,1.41,0.0,0.0,0.0,0.0,0.0,10.6,5.65,0.0,0.0,0.0,0.35,2.47,4.95,0.0,0.35,1.77,1.06,0.0,0.0,0.0,0.0,3.18,0.35,0.0,2.47,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.35,1.77,3.89,11.66,1.77,3.53,6.36,1.06,0.0,0.0,2.12,2.83,6.01,1.06,0.0,0.0,0.0,0.0,0.0,13.78,4.95,4.95,0.71,0.0,1.41,1.77,0
"Deviant, dark and delicious!! I need more Fiona and Deacon as soon as possible. Full review to follow.",2,5,1,18,49.68,13.82,39.59,1.0,6.0,16.67,88.89,66.67,44.44,5.56,5.56,5.56,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,16.67,0.0,5.56,22.22,0.0,11.11,16.67,11.11,0.0,0.0,0.0,0.0,16.67,0.0,16.67,5.56,0.0,5.56,5.56,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,5.56,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,5.56,5.56,0.0,0.0,5.56,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,27.78,11.11,5.56,0.0,11.11,0.0,0.0,0
"OMG!!! Expect even MORE surprises and twists from E.K. Blair!!! Never in a million years did I see these developments coming. A tense thriller but with the deep, unbreakable love between Declan and Elizabeth at the center of the story. 
 ""I never gave up on life 
 because of him 
 I kept going 
 because of him"" 
 Hush is the last installment in the very dark story of characters that I will not soon forget. If you have waited until all the books are out in this series, well, wait no more! I highly recommend this highly imaginative and incredibly twisted series. All of the hype surrounding these books is very well-deserved, in my opinion. Nina/Elizabeth, Declan, Bennett, Pike...I grew to care deeply about each and every one. I will never forget this conclusion to this series. While I am saddended that this is the end of the series, I cannot wait to see what E.K. Blair dreams up next. 
 If you have read the first two books, you know that Elizabeth has lived through unimaginable suffering. BANG, the first book in this series, is one of my top favorite books ever. The emotions, the thrills and the incredible darkness in that book left me reeling. The characters have come full circle here, and although the author certainly stays true to the dark nature of the series, the ending was perfect for these characters. 
 ""We are monsters and lovers, animals and killers, but nothing can extinguish what we have when we're together."" 
 As I was coming to the ending of HUSH, I thought, ""Where is the author going with this? There are only a few more pages left! GAH!!"" E.K. Blair never takes the easy way out and she remained fiercely honest to each of her characters in this series. Sympathies will be challenged and emotions will be tested in HUSH. I am being vague because there is an incredibly risky and very surprising conclusion to this series and it must be experienced first-hand while reading, without knowing any spoilers. Don't skip to the end!! It has been days since I finished this book and these characters are still filling my head and my heart. Don't miss HUSH and don't miss the BLACK LOTUS Series. You won't soon forget these stories. 
 ""The ugliest parts of you are your darkest. And trust me when I tell you that I want to love all of your darkest parts."" 
 (ARC provided by the author in return for an honest review.)",17,4,1,420,36.27,19.47,81.67,49.34,13.13,16.19,89.29,73.1,59.05,14.52,8.81,5.24,0.71,1.9,0.95,0.0,5.71,18.1,7.38,1.43,11.67,9.29,6.19,7.38,2.86,16.19,5.0,6.19,3.1,1.67,0.95,0.48,11.19,2.62,8.57,1.9,0.95,1.19,0.95,1.43,2.38,0.71,6.19,3.57,1.67,2.86,0.95,0.71,0.0,0.24,0.24,0.0,8.1,3.81,0.48,0.0,0.24,0.48,0.95,3.81,0.0,0.24,0.48,0.48,0.0,0.0,0.0,0.0,2.14,0.0,0.0,2.14,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.0,0.24,0.0,0.0,0.24,0.0,4.29,12.62,0.48,1.9,7.86,1.9,1.19,0.24,5.95,2.38,6.67,2.38,1.19,0.95,0.71,0.0,0.24,19.29,7.38,4.52,0.24,2.86,1.19,3.1,0
